Names	Conditions
P4_M04	P4_R2_MSC2504877_2
P4_M05	P4_R2_HIF_2__IN_2_2
P4_M06	P4_R2_VTX_27_2
P4_M07	P4_R2_IOX4_2
P4_M08	P4_R2_DNMT3A_IN_1_2
P4_M09	P4_R2_KDM4D_IN_1_2
P4_M10	P4_R2_EB_47_(dihydrochloride)_2
P4_M11	P4_R2_UNC0642_2
P4_M12	P4_R2_BYK204165_2
P4_M13	P4_R2_HDAC_IN_40_2
P4_M14	P4_R2_Quercetagetin_2
P4_M15	P4_R2_MK8722_2
P4_M16	P4_R2_Bisindolylmaleimide_VIII_(acetate)_2
P4_M17	P4_R2_PF_06685249_2
P4_M18	P4_R2_TP_3654_2
P4_M19	P4_R2_SGI_1776_(free_base)_2
P4_M20	P4_R2_ZLD1039_2
P4_M21	P4_R2_ZM39923_(hydrochloride)_2
P4_M22	P4_R2_Rucaparib_(monocamsylate)_2
P4_N03	P4_R2_Valrubicin_2
P4_N04	"P4_R2_2,6_Dichloro_N_(2_(cyclopropanecarboxamido)pyridin_4_yl)benzamide_2"
P4_N05	P4_R2_Bromosporine_2
P4_N06	P4_R2_Apabetalone_2
P4_N07	P4_R2_SGC3027_2
P4_N08	P4_R2_DCH36_06_2
P4_N09	P4_R2_AZD_1480_2
P4_N10	P4_R2_RNAENFDRF_(TFA)_2
P4_N11	P4_R2_Minocycline_(hydrochloride)_2
P4_N12	P4_R2_Cenisertib_2
P4_N13	P4_R2_SW155246_2
P4_N14	P4_R2_BPTF_IN_BZ1_2
P4_N15	P4_R2_HIF_2__IN_3_2
P4_N16	P4_R2_NI_42_2
P4_N17	P4_R2_DDO_2093_(dihydrochloride)_2
P4_N18	P4_R2_SIRT5_inhibitor_3_2
P4_N19	P4_R2_GS_626510_2
P4_N20	P4_R2_SIRT_IN_2_2
P4_N21	P4_R2_Mefuparib_(hydrochloride)_2
P4_N22	P4_R2_Niraparib_(tosylate)_2
P4_O03	P4_R2_Dot1L_IN_4_2
P4_O04	P4_R2_AZ505_2
P4_O05	P4_R2_Amodiaquine_(dihydrochloride_dihydrate)_2
P4_O06	P4_R2_666_15_2
P4_O07	P4_R2_WHI_P97_2
P4_O08	P4_R2_GSK4028_2
P4_O09	P4_R2_Cucurbitacin_I_2
P4_O10	P4_R2_CCT_137690_2
P4_O11	P4_R2_Domatinostat_2
P4_O12	P4_R2_NSC_694621_2
P4_O13	P4_R2_EPZ004777_2
P4_O14	P4_R2_BI_847325_2
P4_O15	P4_R2_HA_100_2
P4_O16	P4_R2_CGP_53353_2
P4_O17	P4_R2_SKLB325_2
P4_O18	P4_R2_Enzastaurin_2
P4_O19	P4_R2_Oclacitinib_(maleate)_2
P4_O20	P4_R2_XL019_2
P4_O21	P4_R2_R59949_2
P4_O22	P4_R2_Dimethyl_bisphenol_A_2
P4_P03	P4_R2_OTS186935_(hydrochloride)_2
P4_P04	P4_R2_PARP10/15_IN_1_2
P4_P05	P4_R2_SW_100_2
P4_P06	P4_R2_OXFBD04_2
P4_P07	P4_R2_MS645_2
P4_P08	P4_R2_MI_2_2_2
P4_P09	P4_R2_Naringenin_triacetate_2
P4_P10	P4_R2_AKB_6899_2
P4_P11	P4_R2_DC_BPi_11_(hydrochloride)_2
P4_P12	P4_R2_INO_1001_2
P4_P13	P4_R2_PCI_34051_2
P4_P14	P4_R2_FM19G11_2
P4_P15	P4_R2_Naphthol_AS_E_2
P4_P16	"P4_R2_1,5_Isoquinolinediol_2"
P4_P17	P4_R2_Aurintricarboxylic_acid_2
P4_P18	P4_R2_NSC636819_2
P4_P19	P4_R2_Molibresib_(besylate)_2
P4_P20	P4_R2_MS023_(dihydrochloride)_2
P4_P21	P4_R2_Karanjin_2
P4_P22	P4_R2_RSVA405_2
P5_A03	P5_R2_I_BET282_1
P5_A04	P5_R2_JAK1_IN_8_1
P5_A05	P5_R2_Tefinostat_1
P5_A06	P5_R2_ULK1_IN_2_1
P5_A07	P5_R2_SirReal2_1
P5_A08	P5_R2_Trotabresib_1
P5_A09	P5_R2_GSK_3685032_1
P5_A10	P5_R2_PHD_1_IN_1_1
P5_A11	P5_R2_Procyanidin_B3_1
P5_A12	P5_R2_D_erythro_Sphingosine_1
P5_A13	P5_R2_Et_29_1
P5_A14	P5_R2_MS117_1
P5_A15	P5_R2_GSK778_1
P5_A16	P5_R2_ZL0590_1
P5_A17	P5_R2_MAT2A_inhibitor_4_1
P5_A18	P5_R2_M1001_1
P5_A19	P5_R2_GSK3735967_1
P5_A20	P5_R2_Amarogentin_1
P5_A21	P5_R2_Staurosporine_1
P5_A22	P5_R2_XMD8_92_1
P5_B03	P5_R2_GSK591_1
P5_B04	P5_R2_CD532_(hydrochloride)_1
P5_B05	P5_R2_Brepocitinib_(P_Tosylate)_1
P5_B06	P5_R2_EL_102_1
P5_B07	P5_R2_Gnetol_1
P5_B08	P5_R2_A_196_1
P5_B09	P5_R2_Cerdulatinib_1
P5_B10	P5_R2_BML_210_1
P5_B11	P5_R2_TP0463518_1
P5_B12	P5_R2_ACY_1083_1
P5_B13	P5_R2_Gambogenic_acid_1
P5_B14	P5_R2_BAY_850_1
P5_B15	P5_R2_Snail/HDAC_IN_1_1
P5_B16	P5_R2_BB_Cl_Amidine_(hydrochloride)_1
P5_B17	P5_R2_JAK3_IN_1_1
P5_B18	P5_R2_BRD4_Inhibitor_24_1
P5_B19	P5_R2_GeA_69_1
P5_B20	P5_R2_OG_L002_1
P5_B21	P5_R2_Ingenol_Mebutate_1
P5_B22	P5_R2_Trichostatin_A_1
P5_C03	P5_R2_DR2313_1
P5_C04	P5_R2_JW_55_1
P5_C05	P5_R2_1_Naphthohydroxamic_acid_1
P5_C06	P5_R2_ABBV_744_1
P5_C07	P5_R2_D_Cl_amidine_(hydrochloride)_1
P5_C08	P5_R2_Tubastatin_A_1
P5_C09	P5_R2_EZH2_IN_2_1
P5_C10	P5_R2_Sotrastaurin_1
P5_C11	P5_R2_Gypenoside_LI_1
P5_C12	P5_R2_Atractylenolide_I_1
P5_C13	P5_R2_BRD_6929_1
P5_C14	P5_R2_(Rac)_Arnebin_1_1
P5_C15	"P5_R2__,__Dimethylacrylalkannin_1"
P5_C16	P5_R2_AGK2_1
P5_C17	P5_R2_WDR5_IN_4_(TFA)_1
P5_C18	P5_R2_UNC_669_1
P5_C19	P5_R2_CM_272_1
P5_C20	P5_R2_(E/Z)_Zotiraciclib_(hydrochloride)_1
P5_C21	P5_R2_Chelerythrine_(chloride)_1
P5_C22	P5_R2_Daminozide_1
P5_D03	P5_R2_I_BRD9_1
P5_D04	P5_R2_GSK503_1
P5_D05	P5_R2_Domatinostat_(tosylate)_1
P5_D06	P5_R2_PFI_4_1
P5_D07	P5_R2_CX_6258_(hydrochloride)_1
P5_D08	"P5_R2_Ingenol_3,20_dibenzoate_1"
P5_D09	P5_R2_(E/Z)_AG490_1
P5_D10	P5_R2_BIX_01338_(hydrate)_1
P5_D11	P5_R2_ZL0580_1
P5_D12	P5_R2_Lomeguatrib_1
P5_D13	P5_R2_Glucosamine_(hydrochloride)_1
P5_D14	P5_R2_MC1742_1
P5_D15	P5_R2_FNDR_20123_1
P5_D16	P5_R2_BRD0639_1
P5_D17	P5_R2_AG14361_1
P5_D18	P5_R2_LLY_283_1
P5_D19	P5_R2_EZM_2302_1
P5_D20	P5_R2_Bempedoic_acid_1
P5_D21	P5_R2_Cambinol_1
P5_D22	P5_R2_Splitomicin_1
P5_E03	P5_R2_TAS_119_1
P5_E04	P5_R2_A_395_1
P5_E05	P5_R2_5_Methyl_2'_deoxycytidine_1
P5_E06	P5_R2_SIRT2_IN_9_1
P5_E07	P5_R2_ZINC13466751_1
P5_E08	P5_R2_dBET1_1
P5_E09	P5_R2_Solcitinib_1
P5_E10	P5_R2_Procyanidin_A1_1
P5_E11	P5_R2_Dehydrocorydaline_(nitrate)_1
P5_E12	P5_R2_Nicotinamide_riboside_(chloride)_1
P5_E13	P5_R2_AFM_30a_(hydrochloride)_1
P5_E14	P5_R2_I_BET151_1
P5_E15	P5_R2_MS402_1
P5_E16	P5_R2_Sirtinol_1
P5_E17	P5_R2_JQEZ5_1
P5_E18	P5_R2_CARM1_IN_1_1
P5_E19	P5_R2_UNC0224_1
P5_E20	P5_R2_Doxorubicin_(hydrochloride)_1
P5_E21	P5_R2_Hesperadin_1
P5_E22	P5_R2_MG_149_1
P5_F03	P5_R2_Corin_1
P5_F04	P5_R2_Tyk2_IN_5_1
P5_F05	P5_R2_Niraparib_(R_enantiomer)_1
P5_F06	P5_R2_BRCA1_IN_2_1
P5_F07	P5_R2_JFD00244_1
P5_F08	P5_R2_UF010_1
P5_F09	P5_R2_(R)_Selisistat_1
P5_F10	P5_R2_SGC0946_1
P5_F11	P5_R2_KH_3_1
P5_F12	P5_R2_Tinostamustine_1
P5_F13	P5_R2_Agrimol_B_1
P5_F14	P5_R2_PARP11_inhibitor_ITK7_1
P5_F15	P5_R2_Venadaparib_1
P5_F16	P5_R2_EPZ005687_1
P5_F17	P5_R2_OAC1_1
P5_F18	P5_R2_BRD_4354_1
P5_F19	P5_R2_Apicidin_1
P5_F20	P5_R2_Rucaparib_(phosphate)_1
P5_F21	P5_R2_Eicosapentaenoic_Acid_1
P5_F22	P5_R2_Tranylcypromine_(hemisulfate)_1
P5_G03	P5_R2_Aurora_kinase_inhibitor_2_1
P5_G04	P5_R2_TC_E_5003_1
P5_G05	P5_R2_OM_153_1
P5_G06	P5_R2_Garcinol_1
P5_G07	P5_R2_CTB_1
P5_G08	P5_R2_653_47_(hydrochloride)_1
P5_G09	P5_R2_CBP/p300_IN_1_1
P5_G10	P5_R2_FM_381_1
P5_G11	"P5_R2_Ethyl_3,4_dihydroxybenzoate_1"
P5_G12	P5_R2_Sangivamycin_1
P5_G13	P5_R2_Picolinamide_1
P5_G14	P5_R2_BMS_P5_(free_base)_1
P5_G15	P5_R2_PROTAC_BET_Degrader_10_1
P5_G16	P5_R2_MI_463_1
P5_G17	P5_R2_E_7386_1
P5_G18	P5_R2_EED226_1
P5_G19	P5_R2_Olaparib_1
P5_G20	P5_R2_Menin_MLL_inhibitor_20_1
P5_G21	P5_R2_Daprodustat_1
P5_G22	P5_R2_Talazoparib_1
P5_H03	P5_R2_OSS_128167_1
P5_H04	P5_R2_MZP_55_1
P5_H05	P5_R2_JQKD82_(trihydrochloride)_1
P5_H06	P5_R2_NU9056_1
P5_H07	P5_R2_T_3775440_hydrochloride_1
P5_H08	P5_R2_ACY_738_1
P5_H09	P5_R2_CG347B_1
P5_H10	P5_R2_XY1_1
P5_H11	P5_R2_Y06137_1
P5_H12	P5_R2_PARP1_IN_8_1
P5_H13	P5_R2_MOCPAC_1
P5_H14	P5_R2_INCB_057643_1
P5_H15	P5_R2_ME0328_1
P5_H16	P5_R2_GSK_690_(Hydrochloride)_1
P5_H17	P5_R2_Nexturastat_A_1
P5_H18	P5_R2_Rucaparib_1
P5_H19	P5_R2_Seclidemstat_(mesylate)_1
P5_H20	P5_R2_Santacruzamate_A_1
P5_H21	P5_R2_Albendazole_1
P5_H22	P5_R2_Resveratrol_1
P5_I03	P5_R2_JQ_1_(carboxylic_acid)_1
P5_I04	P5_R2_SID_3712249_1
P5_I05	P5_R2_BRD4_Inhibitor_20_1
P5_I06	P5_R2_Tenovin_6_(Hydrochloride)_1
P5_I07	P5_R2_Pamiparib_1
P5_I08	P5_R2_LP99_1
P5_I09	P5_R2_LW6_1
P5_I10	P5_R2_RSC133_1
P5_I11	P5_R2_Oroxylin_A_1
P5_I12	P5_R2_PF_477736_1
P5_I13	P5_R2_IOX1_1
P5_I14	P5_R2_PROTAC_BET_degrader_2_1
P5_I15	P5_R2_EPZ015666_1
P5_I16	P5_R2_Fenbendazole_1
P5_I17	P5_R2_WIKI4_1
P5_I18	P5_R2_SGC2085_1
P5_I19	P5_R2_Ritlecitinib_1
P5_I20	P5_R2_Fraxinellone_1
P5_I21	P5_R2_Fisetin_1
P5_I22	P5_R2_Gomisin_J_1
P5_J03	P5_R2_QTX125_(TFA)_1
P5_J04	P5_R2_GSK2879552_(dihydrochloride)_1
P5_J05	P5_R2_GNE_049_1
P5_J06	P5_R2_AZ506_1
P5_J07	P5_R2_SGC707_1
P5_J08	P5_R2_DCLX069_1
P5_J09	P5_R2_TH1834_(dihydrochloride)_1
P5_J10	P5_R2_SRT_1460_1
P5_J11	P5_R2_MS1943_1
P5_J12	P5_R2_Alobresib_1
P5_J13	P5_R2_Glycycoumarin_1
P5_J14	P5_R2_GSK343_1
P5_J15	P5_R2_MPT0G211_1
P5_J16	P5_R2_CrBKA_1
P5_J17	P5_R2_(+)_JQ_1_1
P5_J18	P5_R2_Deoxyshikonin_1
P5_J19	P5_R2_Decitabine_1
P5_J20	P5_R2_Fedratinib_1
P5_J21	P5_R2_Panaxadiol_1
P5_J22	P5_R2_Nudifloramide_1
P5_K03	P5_R2_THS_044_1
P5_K04	P5_R2_HIF1_IN_3_1
P5_K05	P5_R2_Fedratinib_(hydrochloride_hydrate)_1
P5_K06	P5_R2_LIN28_inhibitor_LI71_1
P5_K07	P5_R2_CMP_5_1
P5_K08	P5_R2_MS436_1
P5_K09	P5_R2_Darovasertib_1
P5_K10	P5_R2_PARP10/15_IN_3_1
P5_K11	P5_R2_Hypocrellin_A_1
P5_K12	P5_R2_Daphnetin_1
P5_K13	"P5_R2_1,4_DPCA_1"
P5_K14	P5_R2_EHMT2_IN_2_1
P5_K15	P5_R2_E1231_1
P5_K16	P5_R2_ADTL_SA1215_1
P5_K17	P5_R2_MS049_1
P5_K18	P5_R2_Velutin_1
P5_K19	P5_R2_TRC160334_1
P5_K20	P5_R2_Selisistat_1
P5_K21	P5_R2_FT895_1
P5_K22	P5_R2_Curcumin_1
P5_L03	P5_R2_CM_675_1
P5_L04	P5_R2_Biotinylated_JQ1_1
P5_L05	P5_R2_Pulrodemstat_(benzenesulfonate)_1
P5_L06	P5_R2_K_756_1
P5_L07	P5_R2_O_304_1
P5_L08	P5_R2_IOX2_1
P5_L09	P5_R2_ITSA_1_1
P5_L10	P5_R2_CM_579_trihydrochloride_1
P5_L11	P5_R2_BET_bromodomain_inhibitor_1_1
P5_L12	P5_R2_E7016_1
P5_L13	P5_R2_M344_1
P5_L14	P5_R2_PIN1_inhibitor_API_1_1
P5_L15	P5_R2_DPQ_1
P5_L16	P5_R2_4'_Bromo_resveratrol_1
P5_L17	P5_R2_Furamidine_(dihydrochloride)_1
P5_L18	"P5_R2__,__Dimethylacrylshikonin_1"
P5_L19	P5_R2_Suramin_(sodium_salt)_1
P5_L20	P5_R2_Baricitinib_1
P5_L21	P5_R2_[6]_Gingerol_1
P5_L22	P5_R2_Platycodin_D_1
P5_M03	P5_R2_BCI_121_1
P5_M04	P5_R2_NHWD_870_1
P5_M05	P5_R2_BJE6_106_1
P5_M06	P5_R2_EML_425_1
P5_M07	P5_R2_5_Fluoro_2'_deoxycytidine_1
P5_M08	P5_R2_SR_4370_1
P5_M09	P5_R2_TIQ_A_1
P5_M10	P5_R2_BG45_1
P5_M11	P5_R2_Hinokitiol_1
P5_M12	P5_R2_Camptothecin_1
P5_M13	P5_R2_IDF_11774_1
P5_M14	P5_R2_A_966492_1
P5_M15	P5_R2_KDM2B_IN_2_1
P5_M16	P5_R2_JGB1741_1
P5_M17	P5_R2_Histone_Acetyltransferase_Inhibitor_II_1
P5_M18	P5_R2_EZH2_IN_13_1
P5_M19	P5_R2_BRD3308_1
P5_M20	P5_R2_Upadacitinib_1
P5_M21	P5_R2_Decursin_1
P5_M22	P5_R2_Chlorogenic_acid_1
P5_N03	P5_R2_NSC_663284_1
P5_N04	P5_R2_CF53_1
P5_N05	P5_R2_SIRT_IN_3_1
P5_N06	P5_R2_PI3K/Akt/CREB_activator_1_1
P5_N07	P5_R2_GSK106_1
P5_N08	P5_R2_DTP3_1
P5_N09	P5_R2_CBB1007_(trihydrochloride)_1
P5_N10	P5_R2_BAY_598_1
P5_N11	P5_R2_PU139_1
P5_N12	P5_R2_Narazaciclib_1
P5_N13	P5_R2_Bomedemstat_(dihydrochloride)_1
P5_N14	P5_R2_Molibresib_1
P5_N15	P5_R2_GN44028_1
P5_N16	P5_R2_OTS193320_1
P5_N17	P5_R2_GSK_J4_(hydrochloride)_1
P5_N18	P5_R2_Moracin_P_1
P5_N19	P5_R2_Belzutifan_1
P5_N20	P5_R2_6_Thioguanine_1
P5_N21	P5_R2_Peficitinib_1
P5_N22	P5_R2_BC1618_1
P5_O03	P5_R2_GSK620_1
P5_O04	P5_R2_SGC_iMLLT_1
P5_O05	P5_R2_Ganoderic_acid_D_1
P5_O06	P5_R2_Menin_MLL_inhibitor_MI_2_1
P5_O07	P5_R2_XAV_939_1
P5_O08	P5_R2_Scriptaid_1
P5_O09	P5_R2_Pinometostat_1
P5_O10	P5_R2_Dehydrocorydaline_1
P5_O11	P5_R2___Oryzanol_1
P5_O12	"P5_R2_5,_7,_4'__Trimethoxyflavone_1"
P5_O13	P5_R2_NCGC00244536_1
P5_O14	P5_R2_MK_8617_1
P5_O15	P5_R2_PFI_1_1
P5_O16	P5_R2_WM_8014_1
P5_O17	P5_R2_NVS_CECR2_1_1
P5_O18	P5_R2_GSK2801_1
P5_O19	P5_R2_PF_9363_1
P5_O20	P5_R2_Vorinostat_1
P5_O21	P5_R2_Palmatine_(chloride)_1
P5_O22	P5_R2_Rottlerin_1
P5_P03	P5_R2_RK_287107_1
P5_P04	P5_R2_BRD7_IN_1_1
P5_P05	P5_R2_AZ9482_1
P5_P06	P5_R2_YF_2_(hydrochloride)_1
P5_P07	P5_R2_CPI_455_1
P5_P08	P5_R2_RBN_3143_1
P5_P09	P5_R2_QC6352_1
P5_P10	P5_R2_EEDi_5285_1
P5_P11	P5_R2_FHT_1015_1
P5_P12	P5_R2_EZM0414_(TFA)_1
P5_P13	P5_R2_KA2507_1
P5_P14	P5_R2_Salermide_1
P5_P15	P5_R2_CPTH2_1
P5_P16	P5_R2_Tasquinimod_1
P5_P17	P5_R2_SIRT1_IN_2_1
P5_P18	P5_R2_RGFP966_1
P5_P19	P5_R2_Tubastatin_A_(Hydrochloride)_1
P5_P20	P5_R2_Dehydrocorydaline_(chloride)_1
P5_P21	P5_R2_Mocetinostat_1
P5_P22	P5_R2_Ionomycin_1
P6_A03	P6_R2_I_BET282_2
P6_A04	P6_R2_JAK1_IN_8_2
P6_A05	P6_R2_Tefinostat_2
P6_A06	P6_R2_ULK1_IN_2_2
P6_A07	P6_R2_SirReal2_2
P6_A08	P6_R2_Trotabresib_2
P6_A09	P6_R2_GSK_3685032_2
P6_A10	P6_R2_PHD_1_IN_1_2
P6_A11	P6_R2_Procyanidin_B3_2
P6_A12	P6_R2_D_erythro_Sphingosine_2
P6_A13	P6_R2_Et_29_2
P6_A14	P6_R2_MS117_2
P6_A15	P6_R2_GSK778_2
P6_A16	P6_R2_ZL0590_2
P6_A17	P6_R2_MAT2A_inhibitor_4_2
P6_A18	P6_R2_M1001_2
P6_A19	P6_R2_GSK3735967_2
P6_A20	P6_R2_Amarogentin_2
P6_A21	P6_R2_Staurosporine_2
P6_A22	P6_R2_XMD8_92_2
P6_B03	P6_R2_GSK591_2
P6_B04	P6_R2_CD532_(hydrochloride)_2
P6_B05	P6_R2_Brepocitinib_(P_Tosylate)_2
P6_B06	P6_R2_EL_102_2
P6_B07	P6_R2_Gnetol_2
P6_B08	P6_R2_A_196_2
P6_B09	P6_R2_Cerdulatinib_2
P6_B10	P6_R2_BML_210_2
P6_B11	P6_R2_TP0463518_2
P6_B12	P6_R2_ACY_1083_2
P6_B13	P6_R2_Gambogenic_acid_2
P6_B14	P6_R2_BAY_850_2
P6_B15	P6_R2_Snail/HDAC_IN_1_2
P6_B16	P6_R2_BB_Cl_Amidine_(hydrochloride)_2
P6_B17	P6_R2_JAK3_IN_1_2
P6_B18	P6_R2_BRD4_Inhibitor_24_2
P6_B19	P6_R2_GeA_69_2
P6_B20	P6_R2_OG_L002_2
P6_B21	P6_R2_Ingenol_Mebutate_2
P6_B22	P6_R2_Trichostatin_A_2
P6_C03	P6_R2_DR2313_2
P6_C04	P6_R2_JW_55_2
P6_C05	P6_R2_1_Naphthohydroxamic_acid_2
P6_C06	P6_R2_ABBV_744_2
P6_C07	P6_R2_D_Cl_amidine_(hydrochloride)_2
P6_C08	P6_R2_Tubastatin_A_2
P6_C09	P6_R2_EZH2_IN_2_2
P6_C10	P6_R2_Sotrastaurin_2
P6_C11	P6_R2_Gypenoside_LI_2
P6_C12	P6_R2_Atractylenolide_I_2
P6_C13	P6_R2_BRD_6929_2
P6_C14	P6_R2_(Rac)_Arnebin_1_2
P6_C15	"P6_R2__,__Dimethylacrylalkannin_2"
P6_C16	P6_R2_AGK2_2
P6_C17	P6_R2_WDR5_IN_4_(TFA)_2
P6_C18	P6_R2_UNC_669_2
P6_C19	P6_R2_CM_272_2
P6_C20	P6_R2_(E/Z)_Zotiraciclib_(hydrochloride)_2
P6_C21	P6_R2_Chelerythrine_(chloride)_2
P6_C22	P6_R2_Daminozide_2
P6_D03	P6_R2_I_BRD9_2
P6_D04	P6_R2_GSK503_2
P6_D05	P6_R2_Domatinostat_(tosylate)_2
P6_D06	P6_R2_PFI_4_2
P6_D07	P6_R2_CX_6258_(hydrochloride)_2
P6_D08	"P6_R2_Ingenol_3,20_dibenzoate_2"
P6_D09	P6_R2_(E/Z)_AG490_2
P6_D10	P6_R2_BIX_01338_(hydrate)_2
P6_D11	P6_R2_ZL0580_2
P6_D12	P6_R2_Lomeguatrib_2
P6_D13	P6_R2_Glucosamine_(hydrochloride)_2
P6_D14	P6_R2_MC1742_2
P6_D15	P6_R2_FNDR_20123_2
P6_D16	P6_R2_BRD0639_2
P6_D17	P6_R2_AG14361_2
P6_D18	P6_R2_LLY_283_2
P6_D19	P6_R2_EZM_2302_2
P6_D20	P6_R2_Bempedoic_acid_2
P6_D21	P6_R2_Cambinol_2
P6_D22	P6_R2_Splitomicin_2
P6_E03	P6_R2_TAS_119_2
P6_E04	P6_R2_A_395_2
P6_E05	P6_R2_5_Methyl_2'_deoxycytidine_2
P6_E06	P6_R2_SIRT2_IN_9_2
P6_E07	P6_R2_ZINC13466751_2
P6_E08	P6_R2_dBET1_2
P6_E09	P6_R2_Solcitinib_2
P6_E10	P6_R2_Procyanidin_A1_2
P6_E11	P6_R2_Dehydrocorydaline_(nitrate)_2
P6_E12	P6_R2_Nicotinamide_riboside_(chloride)_2
P6_E13	P6_R2_AFM_30a_(hydrochloride)_2
P6_E14	P6_R2_I_BET151_2
P6_E15	P6_R2_MS402_2
P6_E16	P6_R2_Sirtinol_2
P6_E17	P6_R2_JQEZ5_2
P6_E18	P6_R2_CARM1_IN_1_2
P6_E19	P6_R2_UNC0224_2
P6_E20	P6_R2_Doxorubicin_(hydrochloride)_2
P6_E21	P6_R2_Hesperadin_2
P6_E22	P6_R2_MG_149_2
P6_F03	P6_R2_Corin_2
P6_F04	P6_R2_Tyk2_IN_5_2
P6_F05	P6_R2_Niraparib_(R_enantiomer)_2
P6_F06	P6_R2_BRCA1_IN_2_2
P6_F07	P6_R2_JFD00244_2
P6_F08	P6_R2_UF010_2
P6_F09	P6_R2_(R)_Selisistat_2
P6_F10	P6_R2_SGC0946_2
P6_F11	P6_R2_KH_3_2
P6_F12	P6_R2_Tinostamustine_2
P6_F13	P6_R2_Agrimol_B_2
P6_F14	P6_R2_PARP11_inhibitor_ITK7_2
P6_F15	P6_R2_Venadaparib_2
P6_F16	P6_R2_EPZ005687_2
P6_F17	P6_R2_OAC1_2
P6_F18	P6_R2_BRD_4354_2
P6_F19	P6_R2_Apicidin_2
P6_F20	P6_R2_Rucaparib_(phosphate)_2
P6_F21	P6_R2_Eicosapentaenoic_Acid_2
P6_F22	P6_R2_Tranylcypromine_(hemisulfate)_2
P6_G03	P6_R2_Aurora_kinase_inhibitor_2_2
P6_G04	P6_R2_TC_E_5003_2
P6_G05	P6_R2_OM_153_2
P6_G06	P6_R2_Garcinol_2
P6_G07	P6_R2_CTB_2
P6_G08	P6_R2_653_47_(hydrochloride)_2
P6_G09	P6_R2_CBP/p300_IN_1_2
P6_G10	P6_R2_FM_381_2
P6_G11	"P6_R2_Ethyl_3,4_dihydroxybenzoate_2"
P6_G12	P6_R2_Sangivamycin_2
P6_G13	P6_R2_Picolinamide_2
P6_G14	P6_R2_BMS_P5_(free_base)_2
P6_G15	P6_R2_PROTAC_BET_Degrader_10_2
P6_G16	P6_R2_MI_463_2
P6_G17	P6_R2_E_7386_2
P6_G18	P6_R2_EED226_2
P6_G19	P6_R2_Olaparib_2
P6_G20	P6_R2_Menin_MLL_inhibitor_20_2
P6_G21	P6_R2_Daprodustat_2
P6_G22	P6_R2_Talazoparib_2
P6_H03	P6_R2_OSS_128167_2
P6_H04	P6_R2_MZP_55_2
P6_H05	P6_R2_JQKD82_(trihydrochloride)_2
P6_H06	P6_R2_NU9056_2
P6_H07	P6_R2_T_3775440_hydrochloride_2
P6_H08	P6_R2_ACY_738_2
P6_H09	P6_R2_CG347B_2
P6_H10	P6_R2_XY1_2
P6_H11	P6_R2_Y06137_2
P6_H12	P6_R2_PARP1_IN_8_2
P6_H13	P6_R2_MOCPAC_2
P6_H14	P6_R2_INCB_057643_2
P6_H15	P6_R2_ME0328_2
P6_H16	P6_R2_GSK_690_(Hydrochloride)_2
P6_H17	P6_R2_Nexturastat_A_2
P6_H18	P6_R2_Rucaparib_2
P6_H19	P6_R2_Seclidemstat_(mesylate)_2
P6_H20	P6_R2_Santacruzamate_A_2
P6_H21	P6_R2_Albendazole_2
P6_H22	P6_R2_Resveratrol_2
P6_I03	P6_R2_JQ_1_(carboxylic_acid)_2
P6_I04	P6_R2_SID_3712249_2
P6_I05	P6_R2_BRD4_Inhibitor_20_2
P6_I06	P6_R2_Tenovin_6_(Hydrochloride)_2
P6_I07	P6_R2_Pamiparib_2
P6_I08	P6_R2_LP99_2
P6_I09	P6_R2_LW6_2
P6_I10	P6_R2_RSC133_2
P6_I11	P6_R2_Oroxylin_A_2
P6_I12	P6_R2_PF_477736_2
P6_I13	P6_R2_IOX1_2
P6_I14	P6_R2_PROTAC_BET_degrader_2_2
P6_I15	P6_R2_EPZ015666_2
P6_I16	P6_R2_Fenbendazole_2
P6_I17	P6_R2_WIKI4_2
P6_I18	P6_R2_SGC2085_2
P6_I19	P6_R2_Ritlecitinib_2
P6_I20	P6_R2_Fraxinellone_2
P6_I21	P6_R2_Fisetin_2
P6_I22	P6_R2_Gomisin_J_2
P6_J03	P6_R2_QTX125_(TFA)_2
P6_J04	P6_R2_GSK2879552_(dihydrochloride)_2
P6_J05	P6_R2_GNE_049_2
P6_J06	P6_R2_AZ506_2
P6_J07	P6_R2_SGC707_2
P6_J08	P6_R2_DCLX069_2
P6_J09	P6_R2_TH1834_(dihydrochloride)_2
P6_J10	P6_R2_SRT_1460_2
P6_J11	P6_R2_MS1943_2
P6_J12	P6_R2_Alobresib_2
P6_J13	P6_R2_Glycycoumarin_2
P6_J14	P6_R2_GSK343_2
P6_J15	P6_R2_MPT0G211_2
P6_J16	P6_R2_CrBKA_2
P6_J17	P6_R2_(+)_JQ_1_2
P6_J18	P6_R2_Deoxyshikonin_2
P6_J19	P6_R2_Decitabine_2
P6_J20	P6_R2_Fedratinib_2
P6_J21	P6_R2_Panaxadiol_2
P6_J22	P6_R2_Nudifloramide_2
P6_K03	P6_R2_THS_044_2
P6_K04	P6_R2_HIF1_IN_3_2
P6_K05	P6_R2_Fedratinib_(hydrochloride_hydrate)_2
P6_K06	P6_R2_LIN28_inhibitor_LI71_2
P6_K07	P6_R2_CMP_5_2
P6_K08	P6_R2_MS436_2
P6_K09	P6_R2_Darovasertib_2
